location,project,lure
277-SW,ABMI Ecosystem Health 2018,No
294-NE,ABMI Ecosystem Health 2015,Yes
294-NE,ABMI Ecosystem Health 2016,Yes
294-NW,ABMI Ecosystem Health 2015,No
294-NW,ABMI Ecosystem Health 2016,No
294-SE,ABMI Ecosystem Health 2015,No
294-SE,ABMI Ecosystem Health 2016,No
294-SW,ABMI Ecosystem Health 2015,Yes
294-SW,ABMI Ecosystem Health 2016,Yes
295-NE,ABMI Ecosystem Health 2015,Yes
295-NE,ABMI Ecosystem Health 2016,Yes
295-NW,ABMI Ecosystem Health 2015,No
295-NW,ABMI Ecosystem Health 2016,No
295-SE,ABMI Ecosystem Health 2015,No
295-SE,ABMI Ecosystem Health 2016,No
295-SW,ABMI Ecosystem Health 2015,Yes
295-SW,ABMI Ecosystem Health 2016,Yes
296-NE,ABMI Ecosystem Health 2015,Yes
296-NE,ABMI Ecosystem Health 2016,Yes
296-NW,ABMI Ecosystem Health 2015,No
296-NW,ABMI Ecosystem Health 2016,No
296-SE,ABMI Ecosystem Health 2015,No
296-SE,ABMI Ecosystem Health 2016,No
296-SW,ABMI Ecosystem Health 2015,Yes
296-SW,ABMI Ecosystem Health 2016,Yes
297-NE,ABMI Ecosystem Health 2018,No
297-SW,ABMI Ecosystem Health 2018,Yes
298-NE,ABMI Ecosystem Health 2018,No
298-SW,ABMI Ecosystem Health 2018,Yes
299-NE,ABMI Ecosystem Health 2018,No
299-SW,ABMI Ecosystem Health 2018,Yes
2-NE,ABMI Ecosystem Health 2015,Yes
2-NW,ABMI Ecosystem Health 2015,No
2-SE,ABMI Ecosystem Health 2015,No
2-SW,ABMI Ecosystem Health 2015,Yes
300-NE,ABMI Ecosystem Health 2016,Yes
300-NW,ABMI Ecosystem Health 2016,No
300-SE,ABMI Ecosystem Health 2016,No
300-SW,ABMI Ecosystem Health 2016,Yes
301-NE,ABMI Ecosystem Health 2016,Yes
301-NW,ABMI Ecosystem Health 2016,No
301-SE,ABMI Ecosystem Health 2016,No
301-SW,ABMI Ecosystem Health 2016,Yes
302-NE,ABMI Ecosystem Health 2016,Yes
302-NW,ABMI Ecosystem Health 2016,No
302-SE,ABMI Ecosystem Health 2016,No
302-SW,ABMI Ecosystem Health 2016,Yes
317-NE,ABMI Ecosystem Health 2017,Yes
317-NW,ABMI Ecosystem Health 2017,No
317-SE,ABMI Ecosystem Health 2017,No
317-SW,ABMI Ecosystem Health 2017,Yes
318-NE,ABMI Ecosystem Health 2017,Yes
318-NW,ABMI Ecosystem Health 2017,No
318-SE,ABMI Ecosystem Health 2017,No
318-SW,ABMI Ecosystem Health 2017,Yes
319-NE,ABMI Ecosystem Health 2017,Yes
319-NW,ABMI Ecosystem Health 2017,No
319-SE,ABMI Ecosystem Health 2017,No
319-SW,ABMI Ecosystem Health 2017,Yes
320-NE,ABMI Ecosystem Health 2018,Yes
320-NW,ABMI Ecosystem Health 2018,No
320-SE,ABMI Ecosystem Health 2018,No
320-SW,ABMI Ecosystem Health 2018,Yes
321-NE,ABMI Ecosystem Health 2018,Yes
321-NW,ABMI Ecosystem Health 2018,No
321-SE,ABMI Ecosystem Health 2018,No
321-SW,ABMI Ecosystem Health 2018,Yes
322-NE,ABMI Ecosystem Health 2018,Yes
322-NW,ABMI Ecosystem Health 2018,No
322-SE,ABMI Ecosystem Health 2018,No
322-SW,ABMI Ecosystem Health 2018,Yes
323-NE,ABMI Ecosystem Health 2016,Yes
323-NW,ABMI Ecosystem Health 2016,No
323-SE,ABMI Ecosystem Health 2016,No
323-SW,ABMI Ecosystem Health 2016,Yes
324-NE,ABMI Ecosystem Health 2016,Yes
324-NW,ABMI Ecosystem Health 2016,No
324-SE,ABMI Ecosystem Health 2016,No
324-SW,ABMI Ecosystem Health 2016,Yes
325-NE,ABMI Ecosystem Health 2016,Yes
325-NW,ABMI Ecosystem Health 2016,No
325-SE,ABMI Ecosystem Health 2016,No
325-SW,ABMI Ecosystem Health 2016,Yes
329-NE,ABMI Ecosystem Health 2015,Yes
329-NW,ABMI Ecosystem Health 2015,No
329-SE,ABMI Ecosystem Health 2015,No
329-SW,ABMI Ecosystem Health 2015,Yes
32-NE,ABMI Ecosystem Health 2015,No
330-NE,ABMI Ecosystem Health 2015,Yes
330-NW,ABMI Ecosystem Health 2015,No
330-SE,ABMI Ecosystem Health 2015,No
330-SW,ABMI Ecosystem Health 2015,Yes
331-NE,ABMI Ecosystem Health 2015,Yes
331-NW,ABMI Ecosystem Health 2015,No
331-SE,ABMI Ecosystem Health 2015,No
331-SW,ABMI Ecosystem Health 2015,Yes
332-NE,ABMI Ecosystem Health 2017,Yes
332-NW,ABMI Ecosystem Health 2017,No
332-SE,ABMI Ecosystem Health 2017,No
332-SW,ABMI Ecosystem Health 2017,Yes
33-NE,ABMI Ecosystem Health 2015,Yes
33-NW,ABMI Ecosystem Health 2015,No
33-SE,ABMI Ecosystem Health 2015,No
33-SW,ABMI Ecosystem Health 2015,Yes
346-NE,ABMI Ecosystem Health 2017,Yes
346-NW,ABMI Ecosystem Health 2017,No
346-SE,ABMI Ecosystem Health 2017,No
346-SW,ABMI Ecosystem Health 2017,NA
347-NE,ABMI Ecosystem Health 2017,Yes
347-NW,ABMI Ecosystem Health 2017,No
347-SE,ABMI Ecosystem Health 2017,No
347-SW,ABMI Ecosystem Health 2017,Yes
348-NE,ABMI Ecosystem Health 2017,Yes
348-NW,ABMI Ecosystem Health 2017,No
348-SE,ABMI Ecosystem Health 2017,No
348-SW,ABMI Ecosystem Health 2017,Yes
349-NE,ABMI Ecosystem Health 2018,Yes
349-NW,ABMI Ecosystem Health 2018,No
349-SE,ABMI Ecosystem Health 2018,No
349-SW,ABMI Ecosystem Health 2018,Yes
34-NE,ABMI Ecosystem Health 2015,Yes
34-NW,ABMI Ecosystem Health 2015,No
34-SE,ABMI Ecosystem Health 2015,No
34-SW,ABMI Ecosystem Health 2015,Yes
350-NE,ABMI Ecosystem Health 2018,Yes
350-NW,ABMI Ecosystem Health 2018,No
350-SE,ABMI Ecosystem Health 2018,No
350-SW,ABMI Ecosystem Health 2018,Yes
351-NE,ABMI Ecosystem Health 2018,Yes
351-NW,ABMI Ecosystem Health 2018,No
351-SE,ABMI Ecosystem Health 2018,No
351-SW,ABMI Ecosystem Health 2018,Yes
352-NE,ABMI Ecosystem Health 2016,Yes
352-NW,ABMI Ecosystem Health 2016,No
352-SE,ABMI Ecosystem Health 2016,No
352-SW,ABMI Ecosystem Health 2016,Yes
353-NE,ABMI Ecosystem Health 2016,Yes
353-NW,ABMI Ecosystem Health 2016,No
353-SE,ABMI Ecosystem Health 2016,No
353-SW,ABMI Ecosystem Health 2016,Yes
354-NE,ABMI Ecosystem Health 2016,Yes
354-NW,ABMI Ecosystem Health 2016,No
354-SE,ABMI Ecosystem Health 2016,No
354-SW,ABMI Ecosystem Health 2016,Yes
358-NE,ABMI Ecosystem Health 2015,Yes
358-NW,ABMI Ecosystem Health 2015,No
358-SE,ABMI Ecosystem Health 2015,No
358-SW,ABMI Ecosystem Health 2015,Yes
359-NE,ABMI Ecosystem Health 2015,Yes
359-NW,ABMI Ecosystem Health 2015,No
359-SE,ABMI Ecosystem Health 2015,No
359-SW,ABMI Ecosystem Health 2015,Yes
35-NE,ABMI Ecosystem Health 2017,Yes
35-NW,ABMI Ecosystem Health 2017,No
35-SE,ABMI Ecosystem Health 2017,No
35-SW,ABMI Ecosystem Health 2017,Yes
360-NE,ABMI Ecosystem Health 2015,Yes
360-NW,ABMI Ecosystem Health 2015,No
360-SE,ABMI Ecosystem Health 2015,No
360-SW,ABMI Ecosystem Health 2015,Yes
361-NE,ABMI Ecosystem Health 2017,Yes
361-NW,ABMI Ecosystem Health 2017,No
361-SE,ABMI Ecosystem Health 2017,No
361-SW,ABMI Ecosystem Health 2017,Yes
362-NE,ABMI Ecosystem Health 2017,Yes
362-NW,ABMI Ecosystem Health 2017,No
362-SE,ABMI Ecosystem Health 2017,No
362-SW,ABMI Ecosystem Health 2017,Yes
36-NE,ABMI Ecosystem Health 2017,Yes
36-NW,ABMI Ecosystem Health 2017,No
36-SE,ABMI Ecosystem Health 2017,No
36-SW,ABMI Ecosystem Health 2017,Yes
376-NE,ABMI Ecosystem Health 2017,Yes
376-NW,ABMI Ecosystem Health 2017,No
376-SE,ABMI Ecosystem Health 2017,No
376-SW,ABMI Ecosystem Health 2017,Yes
377-NE,ABMI Ecosystem Health 2017,Yes
377-NW,ABMI Ecosystem Health 2017,No
377-SE,ABMI Ecosystem Health 2017,No
377-SW,ABMI Ecosystem Health 2017,Yes
378-NE,ABMI Ecosystem Health 2017,Yes
378-NW,ABMI Ecosystem Health 2017,No
378-SE,ABMI Ecosystem Health 2017,No
378-SW,ABMI Ecosystem Health 2017,Yes
379-NE,ABMI Ecosystem Health 2018,Yes
379-NW,ABMI Ecosystem Health 2018,No
379-SE,ABMI Ecosystem Health 2018,No
379-SW,ABMI Ecosystem Health 2018,Yes
37-NE,ABMI Ecosystem Health 2017,Yes
37-NW,ABMI Ecosystem Health 2017,No
37-SE,ABMI Ecosystem Health 2017,No
37-SW,ABMI Ecosystem Health 2017,Yes
380-NE,ABMI Ecosystem Health 2018,Yes
380-NW,ABMI Ecosystem Health 2018,No
380-SE,ABMI Ecosystem Health 2018,No
380-SW,ABMI Ecosystem Health 2018,Yes
381-NE,ABMI Ecosystem Health 2018,Yes
381-NW,ABMI Ecosystem Health 2018,No
381-SE,ABMI Ecosystem Health 2018,No
381-SW,ABMI Ecosystem Health 2018,Yes
382-NE,ABMI Ecosystem Health 2016,Yes
382-NW,ABMI Ecosystem Health 2016,No
382-SE,ABMI Ecosystem Health 2016,No
382-SW,ABMI Ecosystem Health 2016,Yes
383-NE,ABMI Ecosystem Health 2016,Yes
383-NW,ABMI Ecosystem Health 2016,No
383-SE,ABMI Ecosystem Health 2016,No
383-SW,ABMI Ecosystem Health 2016,Yes
384-NE,ABMI Ecosystem Health 2016,Yes
384-NW,ABMI Ecosystem Health 2016,No
384-SE,ABMI Ecosystem Health 2016,No
384-SW,ABMI Ecosystem Health 2016,Yes
388-NE,ABMI Ecosystem Health 2015,Yes
388-NW,ABMI Ecosystem Health 2015,No
388-SE,ABMI Ecosystem Health 2015,No
388-SW,ABMI Ecosystem Health 2015,Yes
389-NE,ABMI Ecosystem Health 2015,Yes
389-NW,ABMI Ecosystem Health 2015,No
389-SE,ABMI Ecosystem Health 2015,No
389-SW,ABMI Ecosystem Health 2015,Yes
38-NE,ABMI Ecosystem Health 2018,No
38-SW,ABMI Ecosystem Health 2018,Yes
390-NE,ABMI Ecosystem Health 2015,Yes
390-NW,ABMI Ecosystem Health 2015,No
390-SE,ABMI Ecosystem Health 2015,No
390-SW,ABMI Ecosystem Health 2015,Yes
391-NE,ABMI Ecosystem Health 2017,Yes
391-NW,ABMI Ecosystem Health 2017,No
391-SE,ABMI Ecosystem Health 2017,No
391-SW,ABMI Ecosystem Health 2017,Yes
392-NE,ABMI Ecosystem Health 2017,Yes
392-NW,ABMI Ecosystem Health 2017,No
392-SE,ABMI Ecosystem Health 2017,No
392-SW,ABMI Ecosystem Health 2017,Yes
39-NE,ABMI Ecosystem Health 2018,No
39-SW,ABMI Ecosystem Health 2018,Yes
3-NE,ABMI Ecosystem Health 2015,Yes
3-NW,ABMI Ecosystem Health 2015,No
3-SE,ABMI Ecosystem Health 2015,No
3-SW,ABMI Ecosystem Health 2015,Yes
403-NE,ABMI Ecosystem Health 2018,Yes
403-NW,ABMI Ecosystem Health 2018,No
403-SE,ABMI Ecosystem Health 2018,No
403-SW,ABMI Ecosystem Health 2018,Yes
404-NE,ABMI Ecosystem Health 2018,Yes
404-NW,ABMI Ecosystem Health 2018,No
404-SE,ABMI Ecosystem Health 2018,No
404-SW,ABMI Ecosystem Health 2018,Yes
405-NE,ABMI Ecosystem Health 2018,Yes
405-NW,ABMI Ecosystem Health 2018,No
405-SE,ABMI Ecosystem Health 2018,No
405-SW,ABMI Ecosystem Health 2018,Yes
412-NE,ABMI Ecosystem Health 2015,Yes
412-NW,ABMI Ecosystem Health 2015,No
412-SE,ABMI Ecosystem Health 2015,No
412-SW,ABMI Ecosystem Health 2015,Yes
413-NE,ABMI Ecosystem Health 2015,Yes
413-NW,ABMI Ecosystem Health 2015,No
413-SE,ABMI Ecosystem Health 2015,No
413-SW,ABMI Ecosystem Health 2015,Yes
414-NE,ABMI Ecosystem Health 2015,Yes
414-NW,ABMI Ecosystem Health 2015,No
414-SE,ABMI Ecosystem Health 2015,No
414-SW,ABMI Ecosystem Health 2015,Yes
415-NE,ABMI Ecosystem Health 2017,Yes
415-NW,ABMI Ecosystem Health 2017,No
415-SE,ABMI Ecosystem Health 2017,No
415-SW,ABMI Ecosystem Health 2017,Yes
416-NE,ABMI Ecosystem Health 2017,Yes
416-NW,ABMI Ecosystem Health 2017,No
416-SE,ABMI Ecosystem Health 2017,No
416-SW,ABMI Ecosystem Health 2017,Yes
417-NE,ABMI Ecosystem Health 2017,Yes
417-NW,ABMI Ecosystem Health 2017,No
417-SE,ABMI Ecosystem Health 2017,No
417-SW,ABMI Ecosystem Health 2017,Yes
418-NE,ABMI Ecosystem Health 2018,Yes
418-SW,ABMI Ecosystem Health 2018,No
419-NE,ABMI Ecosystem Health 2018,Yes
419-SW,ABMI Ecosystem Health 2018,No
420-NE,ABMI Ecosystem Health 2018,Yes
420-SW,ABMI Ecosystem Health 2018,No
421-NE,ABMI Ecosystem Health 2016,Yes
421-NW,ABMI Ecosystem Health 2016,No
421-SE,ABMI Ecosystem Health 2016,No
421-SW,ABMI Ecosystem Health 2016,Yes
422-NE,ABMI Ecosystem Health 2016,Yes
422-NW,ABMI Ecosystem Health 2016,No
422-SE,ABMI Ecosystem Health 2016,No
422-SW,ABMI Ecosystem Health 2016,Yes
433-NE,ABMI Ecosystem Health 2018,Yes
433-NW,ABMI Ecosystem Health 2018,No
433-SE,ABMI Ecosystem Health 2018,No
433-SW,ABMI Ecosystem Health 2018,Yes
434-NE,ABMI Ecosystem Health 2018,Yes
434-NW,ABMI Ecosystem Health 2018,No
434-SE,ABMI Ecosystem Health 2018,No
434-SW,ABMI Ecosystem Health 2018,Yes
435-NE,ABMI Ecosystem Health 2018,Yes
435-NW,ABMI Ecosystem Health 2018,No
435-SE,ABMI Ecosystem Health 2018,No
435-SW,ABMI Ecosystem Health 2018,Yes
442-NE,ABMI Ecosystem Health 2015,Yes
442-NW,ABMI Ecosystem Health 2015,No
442-SE,ABMI Ecosystem Health 2015,No
442-SW,ABMI Ecosystem Health 2015,Yes
443-NE,ABMI Ecosystem Health 2015,Yes
443-NW,ABMI Ecosystem Health 2015,No
443-SE,ABMI Ecosystem Health 2015,No
443-SW,ABMI Ecosystem Health 2015,Yes
444-NE,ABMI Ecosystem Health 2015,Yes
444-NW,ABMI Ecosystem Health 2015,No
444-SE,ABMI Ecosystem Health 2015,No
444-SW,ABMI Ecosystem Health 2015,Yes
445-NE,ABMI Ecosystem Health 2017,Yes
445-NW,ABMI Ecosystem Health 2017,No
445-SE,ABMI Ecosystem Health 2017,No
445-SW,ABMI Ecosystem Health 2017,Yes
446-NE,ABMI Ecosystem Health 2017,Yes
446-NW,ABMI Ecosystem Health 2017,No
446-SE,ABMI Ecosystem Health 2017,No
446-SW,ABMI Ecosystem Health 2017,Yes
447-NE,ABMI Ecosystem Health 2017,Yes
447-NW,ABMI Ecosystem Health 2017,No
447-SE,ABMI Ecosystem Health 2017,No
447-SW,ABMI Ecosystem Health 2017,Yes
448-NE,ABMI Ecosystem Health 2018,No
448-SW,ABMI Ecosystem Health 2018,No
449-NE,ABMI Ecosystem Health 2018,Yes
449-SW,ABMI Ecosystem Health 2018,No
450-NE,ABMI Ecosystem Health 2018,Yes
450-SW,ABMI Ecosystem Health 2018,No
451-NE,ABMI Ecosystem Health 2016,Yes
451-NW,ABMI Ecosystem Health 2016,No
451-SE,ABMI Ecosystem Health 2016,No
451-SE,ABMI Ecosystem Health 2017,No
451-SW,ABMI Ecosystem Health 2016,Yes
452-NE,ABMI Ecosystem Health 2016,Yes
452-NE,ABMI Ecosystem Health 2017,Yes
452-NW,ABMI Ecosystem Health 2016,No
452-SE,ABMI Ecosystem Health 2016,No
452-SW,ABMI Ecosystem Health 2016,Yes
463-NE,ABMI Ecosystem Health 2018,Yes
463-NW,ABMI Ecosystem Health 2018,No
463-SE,ABMI Ecosystem Health 2018,No
463-SW,ABMI Ecosystem Health 2018,Yes
464-NE,ABMI Ecosystem Health 2018,Yes
464-NW,ABMI Ecosystem Health 2018,No
464-SE,ABMI Ecosystem Health 2018,No
464-SW,ABMI Ecosystem Health 2018,Yes
465-NE,ABMI Ecosystem Health 2018,Yes
465-NW,ABMI Ecosystem Health 2018,No
465-SE,ABMI Ecosystem Health 2018,No
465-SW,ABMI Ecosystem Health 2018,Yes
472-NE,ABMI Ecosystem Health 2015,Yes
472-NW,ABMI Ecosystem Health 2015,No
472-SE,ABMI Ecosystem Health 2015,No
472-SW,ABMI Ecosystem Health 2015,Yes
473-NE,ABMI Ecosystem Health 2015,Yes
473-NW,ABMI Ecosystem Health 2015,No
473-SE,ABMI Ecosystem Health 2015,No
473-SW,ABMI Ecosystem Health 2015,Yes
474-NE,ABMI Ecosystem Health 2015,Yes
474-NW,ABMI Ecosystem Health 2015,No
474-SE,ABMI Ecosystem Health 2015,No
474-SW,ABMI Ecosystem Health 2015,Yes
475-NE,ABMI Ecosystem Health 2017,Yes
475-NW,ABMI Ecosystem Health 2017,No
475-SE,ABMI Ecosystem Health 2017,No
475-SW,ABMI Ecosystem Health 2017,Yes
476-NE,ABMI Ecosystem Health 2017,Yes
476-NW,ABMI Ecosystem Health 2017,No
476-SE,ABMI Ecosystem Health 2017,No
476-SW,ABMI Ecosystem Health 2017,Yes
477-NE,ABMI Ecosystem Health 2017,Yes
477-NW,ABMI Ecosystem Health 2017,No
477-SE,ABMI Ecosystem Health 2017,No
477-SW,ABMI Ecosystem Health 2017,Yes
478-NE,ABMI Ecosystem Health 2018,Yes
478-SW,ABMI Ecosystem Health 2018,No
479-NE,ABMI Ecosystem Health 2018,Yes
479-SW,ABMI Ecosystem Health 2018,No
480-NE,ABMI Ecosystem Health 2018,Yes
480-SW,ABMI Ecosystem Health 2018,No
481-NE,ABMI Ecosystem Health 2016,Yes
481-NW,ABMI Ecosystem Health 2016,No
481-NW,ABMI Ecosystem Health 2017,No
481-SE,ABMI Ecosystem Health 2016,No
481-SE,ABMI Ecosystem Health 2017,No
481-SW,ABMI Ecosystem Health 2016,Yes
481-SW,ABMI Ecosystem Health 2017,Yes
482-NE,ABMI Ecosystem Health 2016,Yes
482-NW,ABMI Ecosystem Health 2016,No
482-SE,ABMI Ecosystem Health 2016,No
482-SW,ABMI Ecosystem Health 2016,Yes
482-SW,ABMI Ecosystem Health 2017,Yes
483-NE,ABMI Ecosystem Health 2016,Yes
483-NE,ABMI Ecosystem Health 2017,Yes
483-NW,ABMI Ecosystem Health 2016,No
483-SE,ABMI Ecosystem Health 2016,No
483-SW,ABMI Ecosystem Health 2016,Yes
497-NE,ABMI Ecosystem Health 2016,Yes
497-NW,ABMI Ecosystem Health 2016,No
497-SE,ABMI Ecosystem Health 2016,No
497-SW,ABMI Ecosystem Health 2016,Yes
498-NE,ABMI Ecosystem Health 2016,Yes
498-NW,ABMI Ecosystem Health 2016,No
498-SE,ABMI Ecosystem Health 2016,No
498-SW,ABMI Ecosystem Health 2016,Yes
499-NE,ABMI Ecosystem Health 2016,Yes
499-NW,ABMI Ecosystem Health 2016,No
499-SE,ABMI Ecosystem Health 2016,No
499-SW,ABMI Ecosystem Health 2016,Yes
4-NE,ABMI Ecosystem Health 2017,Yes
4-NW,ABMI Ecosystem Health 2017,No
4-SE,ABMI Ecosystem Health 2017,No
4-SW,ABMI Ecosystem Health 2017,Yes
503-NE,ABMI Ecosystem Health 2018,Yes
503-NW,ABMI Ecosystem Health 2018,No
503-SE,ABMI Ecosystem Health 2018,No
503-SW,ABMI Ecosystem Health 2018,Yes
504-NE,ABMI Ecosystem Health 2018,Yes
504-NW,ABMI Ecosystem Health 2018,No
504-SE,ABMI Ecosystem Health 2018,No
504-SW,ABMI Ecosystem Health 2018,Yes
505-NE,ABMI Ecosystem Health 2018,Yes
505-NW,ABMI Ecosystem Health 2018,No
505-SE,ABMI Ecosystem Health 2018,No
505-SW,ABMI Ecosystem Health 2018,Yes
506-NE,ABMI Ecosystem Health 2016,Yes
506-NW,ABMI Ecosystem Health 2016,No
506-SE,ABMI Ecosystem Health 2016,No
506-SW,ABMI Ecosystem Health 2016,Yes
507-NE,ABMI Ecosystem Health 2016,Yes
507-NW,ABMI Ecosystem Health 2016,No
507-SE,ABMI Ecosystem Health 2016,No
507-SW,ABMI Ecosystem Health 2016,Yes
508-NE,ABMI Ecosystem Health 2016,Yes
508-NW,ABMI Ecosystem Health 2016,No
508-SE,ABMI Ecosystem Health 2016,No
508-SW,ABMI Ecosystem Health 2016,Yes
509-NE,ABMI Ecosystem Health 2014,Yes
509-NW,ABMI Ecosystem Health 2014,No
509-SE,ABMI Ecosystem Health 2014,No
509-SW,ABMI Ecosystem Health 2014,Yes
512-NE,ABMI Ecosystem Health 2015,Yes
512-NW,ABMI Ecosystem Health 2015,No
512-SE,ABMI Ecosystem Health 2015,No
512-SW,ABMI Ecosystem Health 2015,Yes
514-NE,ABMI Ecosystem Health 2015,Yes
514-NW,ABMI Ecosystem Health 2015,No
514-SE,ABMI Ecosystem Health 2015,No
514-SW,ABMI Ecosystem Health 2015,Yes
528-NE,ABMI Ecosystem Health 2016,Yes
528-NW,ABMI Ecosystem Health 2016,No
528-SE,ABMI Ecosystem Health 2016,No
528-SW,ABMI Ecosystem Health 2016,Yes
529-NE,ABMI Ecosystem Health 2016,Yes
529-NW,ABMI Ecosystem Health 2016,No
529-SE,ABMI Ecosystem Health 2016,No
529-SW,ABMI Ecosystem Health 2016,Yes
530-NE,ABMI Ecosystem Health 2016,Yes
530-NW,ABMI Ecosystem Health 2016,No
530-SE,ABMI Ecosystem Health 2016,No
530-SW,ABMI Ecosystem Health 2016,Yes
534-NE,ABMI Ecosystem Health 2018,Yes
534-NW,ABMI Ecosystem Health 2018,No
534-SE,ABMI Ecosystem Health 2018,No
534-SW,ABMI Ecosystem Health 2018,Yes
535-NE,ABMI Ecosystem Health 2018,Yes
535-NW,ABMI Ecosystem Health 2018,No
535-SE,ABMI Ecosystem Health 2018,No
535-SW,ABMI Ecosystem Health 2018,Yes
536-NE,ABMI Ecosystem Health 2018,Yes
536-NW,ABMI Ecosystem Health 2018,No
536-SE,ABMI Ecosystem Health 2018,No
536-SW,ABMI Ecosystem Health 2018,Yes
537-NE,ABMI Ecosystem Health 2016,Yes
537-NW,ABMI Ecosystem Health 2016,No
537-SE,ABMI Ecosystem Health 2016,No
537-SW,ABMI Ecosystem Health 2016,Yes
538-NE,ABMI Ecosystem Health 2016,Yes
538-NW,ABMI Ecosystem Health 2016,No
538-SE,ABMI Ecosystem Health 2016,No
538-SW,ABMI Ecosystem Health 2016,Yes
538-SW,ABMI Ecosystem Health 2017,Yes
539-NE,ABMI Ecosystem Health 2016,Yes
539-NW,ABMI Ecosystem Health 2016,No
539-SE,ABMI Ecosystem Health 2016,Yes
539-SW,ABMI Ecosystem Health 2016,Yes
540-NE,ABMI Ecosystem Health 2014,Yes
540-NW,ABMI Ecosystem Health 2014,No
540-SE,ABMI Ecosystem Health 2014,No
540-SW,ABMI Ecosystem Health 2014,Yes
541-NE,ABMI Ecosystem Health 2014,Yes
541-NW,ABMI Ecosystem Health 2014,No
541-SE,ABMI Ecosystem Health 2014,No
541-SW,ABMI Ecosystem Health 2014,Yes
543-NE,ABMI Ecosystem Health 2015,Yes
543-NW,ABMI Ecosystem Health 2015,No
543-SE,ABMI Ecosystem Health 2015,No
543-SW,ABMI Ecosystem Health 2015,Yes
544-NE,ABMI Ecosystem Health 2015,Yes
544-NW,ABMI Ecosystem Health 2015,No
544-SE,ABMI Ecosystem Health 2015,Yes
544-SW,ABMI Ecosystem Health 2015,No
545-NW,ABMI Ecosystem Health 2015,No
545-SW,ABMI Ecosystem Health 2015,Yes
555-NE,ABMI Ecosystem Health 2017,Yes
555-NW,ABMI Ecosystem Health 2017,No
555-SE,ABMI Ecosystem Health 2017,No
555-SW,ABMI Ecosystem Health 2017,Yes
559-NE,ABMI Ecosystem Health 2016,Yes
559-NW,ABMI Ecosystem Health 2016,No
559-SE,ABMI Ecosystem Health 2016,No
559-SW,ABMI Ecosystem Health 2016,Yes
560-NE,ABMI Ecosystem Health 2016,Yes
560-NW,ABMI Ecosystem Health 2016,No
560-SE,ABMI Ecosystem Health 2016,No
560-SW,ABMI Ecosystem Health 2016,Yes
561-NE,ABMI Ecosystem Health 2016,Yes
561-NW,ABMI Ecosystem Health 2016,No
561-SE,ABMI Ecosystem Health 2016,No
561-SW,ABMI Ecosystem Health 2016,Yes
565-NE,ABMI Ecosystem Health 2018,Yes
565-NW,ABMI Ecosystem Health 2018,No
565-SE,ABMI Ecosystem Health 2018,No
565-SW,ABMI Ecosystem Health 2018,Yes
566-NE,ABMI Ecosystem Health 2018,Yes
566-NW,ABMI Ecosystem Health 2018,No
566-SE,ABMI Ecosystem Health 2018,No
566-SW,ABMI Ecosystem Health 2018,Yes
567-NE,ABMI Ecosystem Health 2018,Yes
567-NW,ABMI Ecosystem Health 2018,No
567-SE,ABMI Ecosystem Health 2018,No
567-SW,ABMI Ecosystem Health 2018,Yes
568-NE,ABMI Ecosystem Health 2016,Yes
568-NW,ABMI Ecosystem Health 2016,No
568-SE,ABMI Ecosystem Health 2016,No
568-SW,ABMI Ecosystem Health 2016,Yes
569-NE,ABMI Ecosystem Health 2016,Yes
569-NW,ABMI Ecosystem Health 2016,No
569-SE,ABMI Ecosystem Health 2016,No
569-SE,ABMI Ecosystem Health 2017,No
569-SW,ABMI Ecosystem Health 2016,Yes
570-NE,ABMI Ecosystem Health 2016,Yes
570-NW,ABMI Ecosystem Health 2016,No
570-SE,ABMI Ecosystem Health 2016,No
570-SW,ABMI Ecosystem Health 2016,Yes
572-NE,ABMI Ecosystem Health 2014,Yes
572-NW,ABMI Ecosystem Health 2014,No
572-SE,ABMI Ecosystem Health 2014,No
572-SW,ABMI Ecosystem Health 2014,Yes
574-NE,ABMI Ecosystem Health 2015,No
574-NW,ABMI Ecosystem Health 2015,No
574-SE,ABMI Ecosystem Health 2015,No
574-SW,ABMI Ecosystem Health 2015,No
575-NE,ABMI Ecosystem Health 2015,Yes
575-NW,ABMI Ecosystem Health 2015,No
575-SE,ABMI Ecosystem Health 2015,No
575-SW,ABMI Ecosystem Health 2015,Yes
576-NE,ABMI Ecosystem Health 2015,Yes
576-NW,ABMI Ecosystem Health 2015,No
576-SE,ABMI Ecosystem Health 2015,No
576-SW,ABMI Ecosystem Health 2015,Yes
584-NE,ABMI Ecosystem Health 2016,Yes
584-NW,ABMI Ecosystem Health 2016,No
584-SE,ABMI Ecosystem Health 2016,No
584-SW,ABMI Ecosystem Health 2016,Yes
585-NE,ABMI Ecosystem Health 2016,Yes
585-NW,ABMI Ecosystem Health 2016,No
585-SE,ABMI Ecosystem Health 2016,No
585-SW,ABMI Ecosystem Health 2016,Yes
586-NE,ABMI Ecosystem Health 2016,Yes
586-NW,ABMI Ecosystem Health 2016,No
586-SE,ABMI Ecosystem Health 2016,No
586-SW,ABMI Ecosystem Health 2016,Yes
587-NE,ABMI Ecosystem Health 2017,Yes
587-NW,ABMI Ecosystem Health 2017,No
587-SE,ABMI Ecosystem Health 2017,No
587-SW,ABMI Ecosystem Health 2017,Yes
588-NE,ABMI Ecosystem Health 2017,Yes
588-NE,ABMI Ecosystem Health 2013,No
