project,location,start_date_time,end_date_time
ABMI Ecosystem Health 2018,380-SE,2017-09-26T13:03:00Z,2018-07-04T20:00:00Z
ABMI Ecosystem Health 2018,380-SW,2017-09-26T13:43:00Z,2018-07-05T15:06:00Z
ABMI Ecosystem Health 2018,381-NE,2017-09-26T09:38:00Z,2018-07-04T08:31:00Z
ABMI Ecosystem Health 2018,381-NW,2017-09-26T10:14:00Z,2018-07-04T11:11:00Z
ABMI Ecosystem Health 2018,381-SE,2017-09-26T09:36:00Z,2018-07-04T13:11:00Z
ABMI Ecosystem Health 2018,381-SW,2017-09-26T10:12:00Z,2018-07-04T11:55:00Z
ABMI Ecosystem Health 2016,382-NE,2016-03-19T09:17:00Z,2016-07-03T12:15:00Z
ABMI Ecosystem Health 2016,382-NW,2016-03-19T10:13:00Z,2016-07-03T11:40:00Z
ABMI Ecosystem Health 2016,382-SE,2016-03-19T09:31:00Z,2016-07-03T08:00:00Z
ABMI Ecosystem Health 2016,382-SW,2016-03-19T10:51:00Z,2016-07-03T08:32:00Z
ABMI Ecosystem Health 2016,383-NE,2016-03-19T12:40:00Z,2016-07-02T09:06:00Z
ABMI Ecosystem Health 2016,383-NW,2016-03-19T14:00:00Z,2016-07-02T10:00:00Z
ABMI Ecosystem Health 2016,383-SE,2016-03-19T14:02:00Z,2016-07-02T08:15:00Z
ABMI Ecosystem Health 2016,383-SW,2016-03-19T11:48:00Z,2016-07-02T10:44:00Z
ABMI Ecosystem Health 2016,384-NE,2016-03-19T17:13:00Z,2016-07-01T12:55:00Z
ABMI Ecosystem Health 2016,384-NW,2016-03-19T17:09:00Z,2016-07-01T15:56:00Z
ABMI Ecosystem Health 2016,384-SE,2016-03-19T15:41:00Z,2016-07-01T13:59:00Z
ABMI Ecosystem Health 2016,384-SW,2016-03-19T15:58:00Z,2016-07-01T14:42:00Z
ABMI Ecosystem Health 2015,388-NE,2015-02-25T12:34:00Z,2015-06-18T13:55:00Z
ABMI Ecosystem Health 2015,388-NW,2015-02-25T11:22:00Z,2015-08-13T13:14:00Z
ABMI Ecosystem Health 2015,388-SE,2015-02-25T13:58:00Z,2015-08-13T11:25:00Z
ABMI Ecosystem Health 2015,388-SW,2015-02-25T14:21:00Z,2015-08-13T10:12:00Z
ABMI Ecosystem Health 2015,389-NE,2015-02-25T14:12:00Z,2015-07-05T16:01:00Z
ABMI Ecosystem Health 2015,389-NW,2015-02-25T13:14:00Z,2015-07-05T13:33:00Z
ABMI Ecosystem Health 2015,389-SE,2015-02-25T10:17:00Z,2015-07-05T15:04:00Z
ABMI Ecosystem Health 2015,389-SW,2015-02-25T11:27:00Z,2015-07-05T14:12:00Z
ABMI Ecosystem Health 2018,38-NE,2017-11-30T12:10:00Z,2018-08-04T10:01:00Z
ABMI Ecosystem Health 2018,38-SW,2017-11-30T12:33:00Z,2018-05-08T15:00:00Z
ABMI Ecosystem Health 2015,390-NE,2015-02-25T16:19:00Z,2015-07-05T12:09:00Z
ABMI Ecosystem Health 2015,390-NW,2015-02-25T17:20:00Z,2015-07-05T12:39:00Z
ABMI Ecosystem Health 2015,390-SE,2015-02-25T17:39:00Z,2015-07-05T13:52:00Z
ABMI Ecosystem Health 2015,390-SW,2015-02-25T17:25:00Z,2015-07-05T13:06:00Z
ABMI Ecosystem Health 2017,391-NE,2017-02-16T11:53:00Z,2017-07-03T14:32:00Z
ABMI Ecosystem Health 2017,391-NW,2017-02-16T11:54:00Z,2017-07-03T15:15:00Z
ABMI Ecosystem Health 2017,391-SE,2017-02-16T12:35:00Z,2017-07-03T17:03:00Z
ABMI Ecosystem Health 2017,391-SW,2017-02-16T12:33:00Z,2017-07-03T16:25:00Z
ABMI Ecosystem Health 2017,392-NE,2017-02-16T10:38:00Z,2017-07-04T16:54:00Z
ABMI Ecosystem Health 2017,392-NW,2017-02-16T22:04:00Z,2017-07-05T03:22:00Z
ABMI Ecosystem Health 2017,392-SE,2017-02-16T10:10:00Z,2017-05-11T16:31:00Z
ABMI Ecosystem Health 2017,392-SW,2017-02-16T10:54:00Z,2017-07-04T08:33:00Z
ABMI Ecosystem Health 2018,39-NE,2017-11-30T14:09:00Z,2018-08-05T17:00:00Z
ABMI Ecosystem Health 2018,39-SW,2017-11-30T13:59:00Z,2018-08-05T18:14:00Z
ABMI Ecosystem Health 2015,3-NE,2015-03-14T14:44:00Z,2015-09-15T14:54:00Z
ABMI Ecosystem Health 2015,3-NW,2015-03-14T15:00:00Z,2015-09-15T14:14:00Z
ABMI Ecosystem Health 2015,3-SE,2015-03-14T15:16:00Z,2015-09-15T15:24:00Z
ABMI Ecosystem Health 2015,3-SW,2015-03-14T16:02:00Z,2015-09-15T15:36:00Z
ABMI Ecosystem Health 2018,403-NE,2017-10-02T13:59:00Z,2018-07-08T18:34:00Z
ABMI Ecosystem Health 2018,403-NW,2017-10-02T14:15:00Z,2018-07-08T17:04:00Z
ABMI Ecosystem Health 2018,403-SE,2017-10-02T14:35:00Z,2018-07-08T19:06:00Z
ABMI Ecosystem Health 2018,403-SW,2017-10-02T15:09:00Z,2018-07-08T16:28:00Z
ABMI Ecosystem Health 2018,404-NE,2017-09-30T14:48:00Z,2018-07-08T16:57:00Z
ABMI Ecosystem Health 2018,404-NW,2017-09-30T14:10:00Z,2018-07-08T17:43:00Z
ABMI Ecosystem Health 2018,404-SE,2017-09-30T14:47:00Z,2018-04-23T15:00:00Z
ABMI Ecosystem Health 2018,404-SW,2017-09-30T14:06:00Z,2018-07-08T18:13:00Z
ABMI Ecosystem Health 2018,405-NE,2017-09-29T16:04:00Z,2018-07-07T18:12:00Z
ABMI Ecosystem Health 2018,405-NW,2017-09-29T15:26:00Z,2018-07-07T17:41:00Z
ABMI Ecosystem Health 2018,405-SE,2017-09-29T15:59:00Z,2018-07-07T16:32:00Z
ABMI Ecosystem Health 2018,405-SW,2017-09-29T15:23:00Z,2018-07-07T17:11:00Z
ABMI Ecosystem Health 2015,412-NE,2015-02-25T10:30:00Z,2015-07-22T10:54:00Z
ABMI Ecosystem Health 2015,412-NW,2015-02-25T10:32:00Z,2015-07-22T11:35:00Z
ABMI Ecosystem Health 2015,412-SE,2015-02-23T14:32:00Z,2015-07-22T10:00:00Z
ABMI Ecosystem Health 2015,412-SW,2015-02-23T14:41:00Z,2015-07-22T09:22:00Z
ABMI Ecosystem Health 2015,413-NE,2015-02-25T12:10:00Z,2015-07-21T06:57:00Z
ABMI Ecosystem Health 2015,413-NW,2015-02-25T13:00:00Z,2015-07-21T08:46:00Z
ABMI Ecosystem Health 2015,413-SE,2015-02-25T13:58:00Z,2015-07-21T07:35:00Z
ABMI Ecosystem Health 2015,413-SW,2015-02-25T12:47:00Z,2015-07-21T08:09:00Z
ABMI Ecosystem Health 2015,414-NE,2015-02-25T18:00:00Z,2015-07-20T08:25:00Z
ABMI Ecosystem Health 2015,414-NW,2015-02-25T16:53:00Z,2015-07-20T07:21:00Z
ABMI Ecosystem Health 2015,414-SE,2015-02-25T16:32:00Z,2015-07-20T09:07:00Z
ABMI Ecosystem Health 2015,414-SW,2015-02-25T17:06:00Z,2015-07-20T07:53:00Z
ABMI Ecosystem Health 2017,415-NE,2017-02-18T10:57:00Z,2017-07-07T14:01:00Z
ABMI Ecosystem Health 2017,415-NW,2017-02-18T22:04:00Z,2017-07-08T02:49:00Z
ABMI Ecosystem Health 2017,415-SE,2017-02-18T10:25:00Z,2017-07-07T13:07:00Z
ABMI Ecosystem Health 2017,415-SW,2017-02-18T11:02:00Z,2017-07-07T15:40:00Z
ABMI Ecosystem Health 2017,416-NE,2017-02-18T12:11:00Z,2017-07-06T07:44:00Z
ABMI Ecosystem Health 2017,416-NW,2017-02-19T00:50:00Z,2017-07-06T22:09:00Z
ABMI Ecosystem Health 2017,416-SE,2017-02-18T11:57:00Z,2017-07-06T08:25:00Z
ABMI Ecosystem Health 2017,416-SW,2017-02-18T12:27:00Z,2017-07-06T09:15:00Z
ABMI Ecosystem Health 2017,417-NE,2017-02-16T14:05:00Z,2017-07-07T07:30:00Z
ABMI Ecosystem Health 2017,417-NW,2017-02-16T14:37:00Z,2017-07-07T10:21:00Z
ABMI Ecosystem Health 2017,417-SE,2017-02-16T14:08:00Z,2017-06-09T17:20:00Z
ABMI Ecosystem Health 2017,417-SW,2017-02-16T15:06:00Z,2017-07-07T09:39:00Z
ABMI Ecosystem Health 2018,418-NE,2018-01-10T13:24:00Z,2018-07-22T11:22:00Z
ABMI Ecosystem Health 2018,418-SW,2018-01-10T14:41:00Z,2018-07-22T10:23:00Z
ABMI Ecosystem Health 2018,419-NE,2018-01-10T18:10:00Z,2018-07-22T13:50:00Z
ABMI Ecosystem Health 2018,419-SW,2018-01-16T09:32:00Z,2018-07-22T14:43:00Z
ABMI Ecosystem Health 2018,420-NE,2018-01-11T11:54:00Z,2018-07-19T13:09:00Z
ABMI Ecosystem Health 2018,420-SW,2018-01-11T12:54:00Z,2018-07-19T10:45:00Z
ABMI Ecosystem Health 2016,421-NE,2016-03-20T10:07:00Z,2016-09-21T15:12:00Z
ABMI Ecosystem Health 2016,421-NW,2016-03-20T08:50:00Z,2016-09-21T14:14:00Z
ABMI Ecosystem Health 2016,421-SE,2016-03-20T09:59:00Z,2016-09-21T14:35:00Z
ABMI Ecosystem Health 2016,421-SW,2016-03-20T08:56:00Z,2016-09-21T15:18:00Z
ABMI Ecosystem Health 2016,422-NE,2016-03-20T12:42:00Z,2016-09-21T11:30:00Z
ABMI Ecosystem Health 2016,422-NW,2016-03-20T11:37:00Z,2016-09-21T12:10:00Z
ABMI Ecosystem Health 2016,422-SE,2016-03-20T12:35:00Z,2016-09-21T11:30:00Z
ABMI Ecosystem Health 2016,422-SW,2016-03-20T11:42:00Z,2016-09-21T12:23:00Z
ABMI Ecosystem Health 2018,433-NE,2017-10-02T12:34:00Z,2018-07-07T12:14:00Z
ABMI Ecosystem Health 2018,433-NW,2017-10-02T12:14:00Z,2018-07-07T07:38:00Z
ABMI Ecosystem Health 2018,433-SE,2017-10-02T12:02:00Z,2018-07-07T11:32:00Z
ABMI Ecosystem Health 2018,433-SW,2017-10-02T12:52:00Z,2018-07-07T13:15:00Z
ABMI Ecosystem Health 2018,434-NE,2017-10-02T09:45:00Z,2018-07-07T10:01:00Z
ABMI Ecosystem Health 2018,434-NW,2017-10-02T10:33:00Z,2018-07-06T15:03:00Z
ABMI Ecosystem Health 2018,434-SE,2017-10-02T10:28:00Z,2018-07-07T09:28:00Z
ABMI Ecosystem Health 2018,434-SW,2017-10-02T09:54:00Z,2018-07-06T15:32:00Z
ABMI Ecosystem Health 2018,435-NE,2017-09-29T13:01:00Z,2018-07-09T09:29:00Z
ABMI Ecosystem Health 2018,435-NW,2017-09-29T12:11:00Z,2018-07-08T16:38:00Z
ABMI Ecosystem Health 2018,435-SE,2017-09-29T13:09:00Z,2018-07-09T10:49:00Z
ABMI Ecosystem Health 2018,435-SW,2017-09-29T12:17:00Z,2018-06-14T03:03:00Z
ABMI Ecosystem Health 2015,442-NE,2015-02-23T12:11:00Z,2015-07-21T15:11:00Z
ABMI Ecosystem Health 2015,442-NW,2015-02-23T11:21:00Z,2015-07-21T16:21:00Z
ABMI Ecosystem Health 2015,442-SE,2015-02-23T13:05:00Z,2015-07-21T14:31:00Z
ABMI Ecosystem Health 2015,442-SW,2015-02-23T10:37:00Z,2015-07-21T13:27:00Z
ABMI Ecosystem Health 2015,443-NE,2015-02-23T11:13:00Z,2015-07-20T07:55:00Z
ABMI Ecosystem Health 2015,443-NW,2015-02-22T16:19:00Z,2015-07-20T08:32:00Z
ABMI Ecosystem Health 2015,443-SE,2015-02-23T12:16:00Z,2015-07-20T07:23:00Z
ABMI Ecosystem Health 2015,443-SW,2015-02-23T11:17:00Z,2015-07-20T09:51:00Z
ABMI Ecosystem Health 2015,444-NE,2015-02-22T13:18:00Z,2015-07-19T08:00:00Z
ABMI Ecosystem Health 2015,444-NW,2015-02-22T13:48:00Z,2015-07-19T07:06:00Z
ABMI Ecosystem Health 2015,444-SE,2015-02-22T14:45:00Z,2015-07-19T08:37:00Z
ABMI Ecosystem Health 2015,444-SW,2015-02-22T14:02:00Z,2015-07-19T09:17:00Z
ABMI Ecosystem Health 2017,445-NE,2017-02-18T14:13:00Z,2017-07-06T14:48:00Z
ABMI Ecosystem Health 2017,445-NW,2017-02-19T14:54:00Z,2017-07-07T17:02:00Z
ABMI Ecosystem Health 2017,445-SE,2017-02-18T13:57:00Z,2017-07-06T15:44:00Z
ABMI Ecosystem Health 2017,445-SW,2017-02-18T14:26:00Z,2017-07-06T16:25:00Z
ABMI Ecosystem Health 2017,446-NE,2017-02-18T16:04:00Z,2017-07-05T07:37:00Z
ABMI Ecosystem Health 2017,446-NW,2017-02-18T16:35:00Z,2017-07-05T08:39:00Z
ABMI Ecosystem Health 2017,446-SE,2017-02-18T16:11:00Z,2017-07-05T10:35:00Z
ABMI Ecosystem Health 2017,446-SW,2017-02-18T16:50:00Z,2017-07-05T09:44:00Z
ABMI Ecosystem Health 2017,447-NE,2017-02-22T14:01:00Z,2017-07-06T08:57:00Z
ABMI Ecosystem Health 2017,447-NW,2017-02-22T23:52:00Z,2017-07-07T04:53:00Z
ABMI Ecosystem Health 2017,447-SE,2017-02-22T13:18:00Z,2017-07-06T16:07:00Z
ABMI Ecosystem Health 2017,447-SW,2017-02-23T00:35:00Z,2017-07-07T03:07:00Z
ABMI Ecosystem Health 2018,448-NE,2018-02-15T13:01:00Z,2018-07-18T11:19:00Z
ABMI Ecosystem Health 2018,448-SW,2018-02-15T15:23:00Z,2018-07-18T14:21:00Z
ABMI Ecosystem Health 2018,449-NE,2018-01-12T16:31:00Z,2018-07-19T08:09:00Z
ABMI Ecosystem Health 2018,449-SW,2018-01-12T15:29:00Z,2018-07-19T07:03:00Z
ABMI Ecosystem Health 2018,450-NE,2018-01-11T14:23:00Z,2018-07-18T16:00:00Z
ABMI Ecosystem Health 2018,450-SW,2018-01-11T12:52:00Z,2018-07-18T17:09:00Z
ABMI Ecosystem Health 2016,451-NE,2016-03-21T12:27:00Z,2016-09-22T08:19:00Z
ABMI Ecosystem Health 2016,451-NW,2016-03-21T12:23:00Z,2016-09-22T09:02:00Z
ABMI Ecosystem Health 2017,451-SE,2016-09-22T08:41:00Z,2017-07-07T10:11:00Z
ABMI Ecosystem Health 2016,451-SW,2016-03-21T11:39:00Z,2016-09-22T09:16:00Z
ABMI Ecosystem Health 2017,452-NE,2016-09-21T10:09:00Z,2017-07-06T09:20:00Z
ABMI Ecosystem Health 2016,452-NW,2016-03-20T15:08:00Z,2016-09-21T08:50:00Z
ABMI Ecosystem Health 2016,452-SE,2016-03-20T14:48:00Z,2016-09-21T09:12:00Z
ABMI Ecosystem Health 2016,452-SW,2016-03-20T14:17:00Z,2016-05-19T03:08:00Z
ABMI Ecosystem Health 2018,463-NE,2017-09-30T11:42:00Z,2018-07-08T14:01:00Z
ABMI Ecosystem Health 2018,463-NW,2017-09-30T12:41:00Z,2018-07-08T17:42:00Z
ABMI Ecosystem Health 2018,463-SE,2017-09-30T11:46:00Z,2018-07-08T12:10:00Z
ABMI Ecosystem Health 2018,463-SW,2017-09-30T12:38:00Z,2018-07-08T18:46:00Z
ABMI Ecosystem Health 2018,464-NE,2017-09-30T09:41:00Z,2018-07-07T16:39:00Z
ABMI Ecosystem Health 2018,464-NW,2017-09-30T09:43:00Z,2018-07-07T16:15:00Z
ABMI Ecosystem Health 2018,464-SE,2017-09-30T10:17:00Z,2018-07-08T07:06:00Z
ABMI Ecosystem Health 2018,464-SW,2017-09-30T10:21:00Z,2018-07-08T07:47:00Z
ABMI Ecosystem Health 2018,465-NE,2017-09-29T09:50:00Z,2018-07-07T17:17:00Z
ABMI Ecosystem Health 2018,465-NW,2017-09-29T09:42:00Z,2018-07-08T12:06:00Z
ABMI Ecosystem Health 2018,465-SE,2017-09-29T10:26:00Z,2018-07-07T16:39:00Z
ABMI Ecosystem Health 2018,465-SW,2017-09-29T10:15:00Z,2018-07-08T11:27:00Z
ABMI Ecosystem Health 2015,472-NE,2015-02-21T13:19:00Z,2015-07-21T08:03:00Z
ABMI Ecosystem Health 2015,472-NW,2015-02-21T12:12:00Z,2015-07-21T08:37:00Z
ABMI Ecosystem Health 2015,472-SE,2015-02-21T12:03:00Z,2015-07-21T07:31:00Z
ABMI Ecosystem Health 2015,472-SW,2015-02-21T11:17:00Z,2015-07-21T09:22:00Z
ABMI Ecosystem Health 2015,473-NE,2015-02-22T11:28:00Z,2015-07-18T14:06:00Z
ABMI Ecosystem Health 2015,473-NW,2015-02-21T15:52:00Z,2015-07-18T14:39:00Z
ABMI Ecosystem Health 2015,473-SE,2015-02-22T11:04:00Z,2015-07-18T13:29:00Z
ABMI Ecosystem Health 2015,473-SW,2015-02-21T15:03:00Z,2015-07-18T15:31:00Z
ABMI Ecosystem Health 2015,474-NE,2015-02-22T10:34:00Z,2015-07-19T13:24:00Z
ABMI Ecosystem Health 2015,474-NW,2015-02-21T17:22:00Z,2015-06-27T15:25:00Z
ABMI Ecosystem Health 2015,474-SE,2015-02-22T11:30:00Z,2015-07-19T12:51:00Z
ABMI Ecosystem Health 2015,474-SW,2015-02-22T10:34:00Z,2015-07-19T12:17:00Z
ABMI Ecosystem Health 2017,475-NE,2017-02-21T10:53:00Z,2017-07-04T14:26:00Z
ABMI Ecosystem Health 2017,475-NW,2017-02-21T22:48:00Z,2017-07-05T03:04:00Z
ABMI Ecosystem Health 2017,475-SE,2017-02-21T10:14:00Z,2017-07-04T13:09:00Z
ABMI Ecosystem Health 2017,475-SW,2017-02-21T10:18:00Z,2017-07-04T12:01:00Z
ABMI Ecosystem Health 2017,476-NE,2017-02-21T12:01:00Z,2017-07-03T12:10:00Z
ABMI Ecosystem Health 2017,476-NW,2017-02-22T00:37:00Z,2017-07-04T02:07:00Z
ABMI Ecosystem Health 2017,476-SE,2017-02-21T11:59:00Z,2017-05-31T17:00:00Z
ABMI Ecosystem Health 2017,476-SW,2017-02-21T12:33:00Z,2017-07-03T13:41:00Z
ABMI Ecosystem Health 2017,477-NE,2017-02-21T14:02:00Z,2017-07-03T13:56:00Z
ABMI Ecosystem Health 2017,477-NW,2017-02-21T13:33:00Z,2017-07-03T14:27:00Z
ABMI Ecosystem Health 2017,477-SE,2017-02-21T14:20:00Z,2017-07-03T15:20:00Z
ABMI Ecosystem Health 2017,477-SW,2017-02-21T13:45:00Z,2017-07-03T17:02:00Z
ABMI Ecosystem Health 2018,478-NE,2018-01-13T12:26:00Z,2018-07-18T11:23:00Z
ABMI Ecosystem Health 2018,478-SW,2017-10-24T19:11:00Z,2018-07-18T12:26:00Z
ABMI Ecosystem Health 2018,479-NE,2018-02-15T13:11:00Z,2018-07-20T12:40:00Z
ABMI Ecosystem Health 2018,479-SW,2018-02-15T11:56:00Z,2018-07-20T11:32:00Z
ABMI Ecosystem Health 2018,480-NE,2018-01-11T15:11:00Z,2018-07-18T11:31:00Z
ABMI Ecosystem Health 2018,480-SW,2018-01-11T16:10:00Z,2018-07-18T10:25:00Z
ABMI Ecosystem Health 2016,481-NE,2016-03-21T08:54:00Z,2016-09-22T10:41:00Z
ABMI Ecosystem Health 2017,481-NW,2016-09-22T11:58:00Z,2017-07-08T10:18:00Z
ABMI Ecosystem Health 2017,481-SE,2016-09-22T11:06:00Z,2017-07-08T09:26:00Z
ABMI Ecosystem Health 2017,481-SW,2016-09-22T12:15:00Z,2017-07-08T08:45:00Z
ABMI Ecosystem Health 2016,482-NE,2016-03-22T14:56:00Z,2016-09-20T15:00:00Z
ABMI Ecosystem Health 2016,482-NW,2016-03-22T13:52:00Z,2016-09-20T14:05:00Z
ABMI Ecosystem Health 2016,482-SE,2016-03-22T14:39:00Z,2016-09-20T14:42:00Z
ABMI Ecosystem Health 2017,482-SW,2016-09-20T14:10:00Z,2017-07-07T14:48:00Z
ABMI Ecosystem Health 2016,483-NE,2016-03-22T09:44:00Z,2016-09-20T18:16:00Z
ABMI Ecosystem Health 2017,483-NE,2016-09-20T11:00:00Z,2017-07-08T07:58:00Z
ABMI Ecosystem Health 2016,483-NW,2016-03-22T10:51:00Z,2016-09-20T10:19:00Z
ABMI Ecosystem Health 2016,483-SE,2016-03-22T10:35:00Z,2016-09-20T09:45:00Z
ABMI Ecosystem Health 2016,483-SW,2016-03-22T09:42:00Z,2016-09-20T09:30:00Z
ABMI Ecosystem Health 2016,497-NE,2016-03-08T13:45:00Z,2016-07-09T09:00:00Z
ABMI Ecosystem Health 2016,497-NW,2016-03-08T14:37:00Z,2016-06-11T12:27:00Z
ABMI Ecosystem Health 2016,497-SE,2016-03-08T16:38:00Z,2016-07-09T10:13:00Z
ABMI Ecosystem Health 2016,497-SW,2016-03-08T15:42:00Z,2016-07-09T09:40:00Z
ABMI Ecosystem Health 2016,498-NE,2016-03-09T14:24:00Z,2016-07-09T11:55:00Z
ABMI Ecosystem Health 2016,498-NW,2016-03-09T13:25:00Z,2016-07-09T12:32:00Z
ABMI Ecosystem Health 2016,498-SE,2016-03-09T15:17:00Z,2016-07-09T12:00:00Z
ABMI Ecosystem Health 2016,498-SW,2016-03-09T12:11:00Z,2016-07-09T12:44:00Z
ABMI Ecosystem Health 2016,499-NE,2016-03-04T13:31:00Z,2016-07-09T14:44:00Z
ABMI Ecosystem Health 2016,499-NW,2016-03-04T16:21:00Z,2016-07-09T14:16:00Z
ABMI Ecosystem Health 2016,499-SE,2016-03-04T12:35:00Z,2016-07-09T14:03:00Z
ABMI Ecosystem Health 2016,499-SW,2016-03-04T15:08:00Z,2016-07-09T14:44:00Z
ABMI Ecosystem Health 2017,4-NE,2017-02-01T13:19:00Z,2017-07-24T16:25:00Z
ABMI Ecosystem Health 2017,4-NW,2017-02-01T12:08:00Z,2017-07-24T17:00:00Z
ABMI Ecosystem Health 2017,4-SE,2017-02-01T13:40:00Z,2017-07-24T15:58:00Z
ABMI Ecosystem Health 2017,4-SW,2017-02-01T12:45:00Z,2017-07-24T17:54:00Z
ABMI Ecosystem Health 2018,503-NE,2018-01-13T16:13:00Z,2018-05-02T13:00:00Z
ABMI Ecosystem Health 2018,503-NW,2018-01-13T16:17:00Z,2018-05-20T21:00:00Z
ABMI Ecosystem Health 2018,503-SE,2018-01-13T16:47:00Z,2018-07-23T11:13:00Z
ABMI Ecosystem Health 2018,503-SW,2018-01-13T16:52:00Z,2018-05-08T13:00:00Z
ABMI Ecosystem Health 2018,504-NE,2018-01-14T12:52:00Z,2018-07-23T13:25:00Z
ABMI Ecosystem Health 2018,504-NW,2018-01-14T13:39:00Z,2018-07-23T17:47:00Z
ABMI Ecosystem Health 2018,504-SE,2018-01-14T13:32:00Z,2018-07-23T16:30:00Z
ABMI Ecosystem Health 2018,504-SW,2018-01-14T12:50:00Z,2018-07-23T15:31:00Z
ABMI Ecosystem Health 2018,505-NE,2018-01-13T15:11:00Z,2018-07-24T15:49:00Z
ABMI Ecosystem Health 2018,505-NW,2018-01-13T14:22:00Z,2018-07-24T15:03:00Z
ABMI Ecosystem Health 2018,505-SE,2018-01-13T15:04:00Z,2018-07-24T16:33:00Z
ABMI Ecosystem Health 2018,505-SW,2018-01-13T14:14:00Z,2018-07-24T14:28:00Z
ABMI Ecosystem Health 2016,506-NE,2016-03-13T11:05:00Z,2016-09-23T09:04:00Z
ABMI Ecosystem Health 2016,506-NW,2016-03-13T11:07:00Z,2016-09-23T09:15:00Z
ABMI Ecosystem Health 2016,506-SE,2016-03-13T10:08:00Z,2016-09-23T08:26:00Z
ABMI Ecosystem Health 2016,506-SW,2016-03-13T09:53:00Z,2016-09-23T08:31:00Z
ABMI Ecosystem Health 2016,507-NE,2016-03-12T10:30:00Z,2016-09-24T08:22:00Z
ABMI Ecosystem Health 2016,507-NW,2016-03-12T10:17:00Z,2016-09-24T08:23:00Z
ABMI Ecosystem Health 2016,507-SE,2016-03-12T09:37:00Z,2016-09-24T09:22:00Z
ABMI Ecosystem Health 2016,507-SW,2016-03-12T09:41:00Z,2016-09-24T09:04:00Z
ABMI Ecosystem Health 2016,508-NE,2016-03-11T10:56:00Z,2016-09-22T15:02:00Z
ABMI Ecosystem Health 2016,508-NW,2016-03-11T11:02:00Z,2016-09-22T13:54:00Z
ABMI Ecosystem Health 2016,508-SE,2016-03-11T09:32:00Z,2016-09-22T14:03:00Z
ABMI Ecosystem Health 2016,508-SW,2016-03-11T10:03:00Z,2016-09-22T15:10:00Z
ABMI Ecosystem Health 2014,509-NE,2014-03-24T12:30:00Z,2014-07-25T12:02:00Z
ABMI Ecosystem Health 2014,509-NW,2014-03-24T14:00:00Z,2014-07-25T12:54:00Z
ABMI Ecosystem Health 2014,509-SE,2014-03-24T11:20:00Z,2014-07-25T11:30:00Z
ABMI Ecosystem Health 2014,509-SW,2014-03-24T09:30:00Z,2014-07-25T11:00:00Z
ABMI Ecosystem Health 2015,512-NE,2015-02-19T11:18:00Z,2015-07-08T14:56:00Z
ABMI Ecosystem Health 2015,512-NW,2015-02-19T09:59:00Z,2015-07-08T14:10:00Z
ABMI Ecosystem Health 2015,512-SE,2015-02-19T12:31:00Z,2015-07-08T13:00:00Z
ABMI Ecosystem Health 2015,512-SW,2015-02-19T13:24:00Z,2015-07-08T13:33:00Z
ABMI Ecosystem Health 2015,514-NE,2015-02-19T16:43:00Z,2015-07-09T14:12:00Z
ABMI Ecosystem Health 2015,514-NW,2015-02-19T15:27:00Z,2015-07-09T14:44:00Z
ABMI Ecosystem Health 2015,514-SE,2015-02-19T17:25:00Z,2015-07-09T13:36:00Z
ABMI Ecosystem Health 2015,514-SW,2015-02-19T14:14:00Z,2015-07-09T15:35:00Z
ABMI Ecosystem Health 2016,528-NE,2016-03-05T11:13:00Z,2016-07-07T12:13:00Z
ABMI Ecosystem Health 2016,528-NW,2016-03-05T14:50:00Z,2016-07-07T10:49:00Z
ABMI Ecosystem Health 2016,528-SE,2016-03-05T12:16:00Z,2016-07-07T11:49:00Z
ABMI Ecosystem Health 2016,528-SW,2016-03-05T13:31:00Z,2016-07-07T11:35:00Z
ABMI Ecosystem Health 2016,529-NE,2016-03-02T12:48:00Z,2016-07-08T10:20:00Z
ABMI Ecosystem Health 2016,529-NW,2016-03-02T15:10:00Z,2016-07-08T10:17:00Z
ABMI Ecosystem Health 2016,529-SE,2016-03-02T11:57:00Z,2016-07-08T10:44:00Z
ABMI Ecosystem Health 2016,529-SW,2016-03-02T14:00:00Z,2016-07-08T10:43:00Z
ABMI Ecosystem Health 2016,530-NE,2016-03-03T15:44:00Z,2016-07-08T11:49:00Z
ABMI Ecosystem Health 2016,530-NW,2016-03-03T13:12:00Z,2016-07-08T12:14:00Z
ABMI Ecosystem Health 2016,530-SE,2016-03-03T16:45:00Z,2016-07-08T12:00:00Z
ABMI Ecosystem Health 2016,530-SW,2016-03-03T14:17:00Z,2016-07-08T12:32:00Z
ABMI Ecosystem Health 2018,534-NE,2018-01-14T15:14:00Z,2018-07-23T15:11:00Z
ABMI Ecosystem Health 2018,534-NW,2018-01-14T15:52:00Z,2018-07-23T14:34:00Z
ABMI Ecosystem Health 2018,534-SE,2018-01-14T15:11:00Z,2018-07-23T14:25:00Z
ABMI Ecosystem Health 2018,534-SW,2018-01-14T15:44:00Z,2018-07-23T15:09:00Z
ABMI Ecosystem Health 2018,535-NE,2018-01-15T16:06:00Z,2018-07-23T09:20:00Z
ABMI Ecosystem Health 2018,535-NW,2018-01-15T15:57:00Z,2018-07-22T16:15:00Z
ABMI Ecosystem Health 2018,535-SE,2018-01-15T15:31:00Z,2018-07-22T16:06:00Z
ABMI Ecosystem Health 2018,535-SW,2018-01-15T15:22:00Z,2018-07-22T15:42:00Z
ABMI Ecosystem Health 2018,536-NE,2018-02-16T14:11:00Z,2018-07-22T09:57:00Z
