project,location,site,station,BlackBear,CanadaLynx,Coyote,Elk(wapiti),Fisher,GrayWolf,Marten,Moose,Muledeer,Redfox,RedSquirrel,SnowshoeHare,White-tailedDeer,lure
ABMI Ecosystem Health 2015,443-NW,443,NW,0,0.035022308806434116,0,0,0,0,0,0,0,0,0,0.10594029928855632,0,No
ABMI Ecosystem Health 2015,443-SE,443,SE,0.2903405921006135,0.024755874508807504,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2015,443-SW,443,SW,2.0829787911190736,0.5242548072906635,0,0,0,0,0,0,0,0,0,0.1816131796798115,0,Yes
ABMI Ecosystem Health 2015,444-NE,444,NE,6.346993578218798,0,0,0,0,0,0,0.6189244419690019,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,444-NW,444,NW,0,0,0,0,0,0,0,0.04383325489175534,0,0,0,0,0,No
ABMI Ecosystem Health 2015,444-SE,444,SE,0.5159934045255369,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2015,444-SW,444,SW,0.7987491285744907,0.23897371561873765,0,0,0,0,0.040826981064616075,3.0275262988270057,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,445-NE,445,NE,0.3046457996492633,0.033410556358839494,0,0,0,0,0,0.03155281671653557,0,0,0,0.2064076489559333,0,Yes
ABMI Ecosystem Health 2017,445-NW,445,NW,0,0,0,0,0,0,0,0.14819538334285434,0,0,0,0,0,No
ABMI Ecosystem Health 2017,445-SE,445,SE,0,0.3082404682201057,0,0,0,0,0,0.48063598319203776,0,0,0,0,0,No
ABMI Ecosystem Health 2017,445-SW,445,SW,0,0.01892672788119014,0,0,0,0,0,0,0,0,0,0.6374307914340779,0,Yes
ABMI Ecosystem Health 2017,446-NE,446,NE,4.438760080776824,0,0,0,0,0,0,0,0,0,0,0.1763613870941408,0,Yes
ABMI Ecosystem Health 2017,446-NW,446,NW,0.18349978915801723,0.041588991707640514,0,0,0,0,0,0.01108351242089944,0,0,0,0,0,No
ABMI Ecosystem Health 2017,446-SE,446,SE,0,0.018893222541946197,0,0,0,0,0,0,0,0,0,0.038830369226232474,0,No
ABMI Ecosystem Health 2017,446-SW,446,SW,0.019506520204652322,0,0,0,0,0,0,0,0,0,0,0.04925475298260528,0,Yes
ABMI Ecosystem Health 2017,447-NE,447,NE,0.4578380349391939,0.20840779616997418,0,0,0,0.7506773092336305,0.0296219420768948,0,0,0,0,0,0.34146866231841033,Yes
ABMI Ecosystem Health 2017,447-NW,447,NW,0.16179668765850885,0,0,0,0,0,0,0.5775874240130748,0,0,0,0,4.744669384154211,No
ABMI Ecosystem Health 2017,447-SE,447,SE,0.04692839591587067,0,0,0,0,0,0,0.09432031637208314,0,0,0,0,0.38562473625195576,No
ABMI Ecosystem Health 2017,447-SW,447,SW,0.12946187177648408,0,0.2874028939374806,0,0,0.3766807260900735,0,0.3019442640825172,0,0,0,0,2.58046739888651,Yes
ABMI Ecosystem Health 2018,449-NE,449,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,449-SW,449,SW,0.7954555418091876,0.07078695488103508,0,0,0,0,0,0.031347645894945306,0,0,0,0,0.7853920652983413,No
ABMI Ecosystem Health 2018,450-NE,450,NE,1.32354314803857,0,0,0,0,0,0.3421988625510717,0.0695392222419724,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,450-SW,450,SW,0.1029328247564171,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,451-NE,451,NE,6.22905945682278,0.11797396516238372,0,0,0,0,0.23005349909816736,7.622919225907658,0,0,0,1.1440237584971942,0,Yes
ABMI Ecosystem Health 2016,451-NW,451,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,451-SW,451,SW,0.5238441936604196,0,0,0,0,0,0,0.4228222591270284,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,452-NW,452,NW,0.8008873214286211,0.02699682787111774,0,0,0,0.019817654308847476,0,1.8246367914523547,0,0,0,0.05861187807733202,0.06226612680009246,No
ABMI Ecosystem Health 2016,452-SE,452,SE,0.01051886317923007,0,0,0,0,0,0,1.4545327349273451,0,0,0,0,0,No
ABMI Ecosystem Health 2016,452-SW,452,SW,0,0.04065741544848252,0,0,0,0,0,0,0,0,0,0.4120358255538219,0.1272250520067272,Yes
ABMI Ecosystem Health 2018,463-NE,463,NE,0.6899989808595277,0.015199147276553818,0,0,0,10.675164324375318,0,3.061101426333878,0,0,0,0.19631632241296873,0.009488503769464331,Yes
ABMI Ecosystem Health 2018,463-NW,463,NW,0.012346975925501463,0.030398294553107635,0,0,0,0,0,0.93273335253286,0,0,0,1.1031820747510193,0.043795877876862316,No
ABMI Ecosystem Health 2018,463-SE,463,SE,1.0860070670126163,0,0,0,0,0.36935380205490115,0.012062539769308548,0,0,0,0,0.10966579961529778,0,No
ABMI Ecosystem Health 2018,463-SW,463,SW,8.171099065339266,0,0,0,0,0,0,0,0,0,0.0340968780666701,0.5113234940276021,0,Yes
ABMI Ecosystem Health 2018,464-NE,464,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,464-NW,464,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,464-SE,464,SE,0,0,0.006989486959846874,0,0,0,0,0,0,0,0,0.29063412635291064,0,No
ABMI Ecosystem Health 2018,464-SW,464,SW,0.3538044081494125,0.06296144630988615,0,0,0,0,0.20091481606178024,0,0,0,0.17893653402420118,0.10955792106761997,0,Yes
ABMI Ecosystem Health 2018,465-NE,465,NE,0.014565714522849306,0.27606735526564397,0,0,0,0,0,0,0,0,0,4.161526657454919,0,Yes
ABMI Ecosystem Health 2018,465-NW,465,NW,0,0.5324482353743712,0,0,0,0,0,0,0,0,0,0.6491202673609544,0,No
ABMI Ecosystem Health 2018,465-SE,465,SE,0,0.03383456034797014,0,0,0,0,0,0,0,0,0.01694888766759231,0.9494906153797327,0,No
ABMI Ecosystem Health 2018,465-SW,465,SW,0,0.2840372827526341,0,0,0,0,0,0,0,0,0.03389777533518462,2.3265536486544165,0,Yes
ABMI Ecosystem Health 2019,469-NE,469,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,469-NW,469,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,469-SE,469,SE,0.13072761727122195,0.25522189312050114,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,469-SW,469,SW,0,2.960760446292596,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,470-NE,470,NE,0,0.13328529195014055,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,470-NW,470,NW,0,0.107940627346272,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,470-SE,470,SE,0,0.1592784780327336,0,0,0,0,0,0,0,0,0.11808007884425456,0.3504623313292304,0,No
ABMI Ecosystem Health 2019,471-NE,471,NE,1.3722443057343667,0.16521151111716095,0,0,0,0,0,0,0,0,0,0.12272734001483096,0,Yes
ABMI Ecosystem Health 2019,471-NW,471,NW,0,0.22390077013055437,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,471-SE,471,SE,0.018973759707395805,0,0,0,0,0,0,2.4850032120353243,0,0,0,0.18870902881829252,0,No
ABMI Ecosystem Health 2019,471-SW,471,SW,0.2667943087256134,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,472-NE,472,NE,4.120842036347696,0.8670995999998161,0.953771215935421,0,0,0,0,4.151562173182846,0,0,0.11292976332147736,0.5250271921652733,0,Yes
ABMI Ecosystem Health 2015,472-NW,472,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2015,472-SE,472,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2015,472-SW,472,SW,0,0,0,0,0,0,0,2.119668493888261,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,473-NE,473,NE,0,0,0,0,0,0,0.8553381626267567,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,473-NW,473,NW,0.21002510248891057,0.05667428734174742,0,0,0,0,0,0,0,0,0,0.10401411202876439,0,No
ABMI Ecosystem Health 2015,473-SE,473,SE,0,0.05733078281183827,0,0,0,0,0,0,0,0,0,0.052903253203539016,0,No
ABMI Ecosystem Health 2015,473-SW,473,SW,0,0,0,0,0,0,0,12.629280719710794,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,474-NE,474,NE,0,0,0,0,0,0,0.4100106565392712,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,474-NW,474,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2015,474-SE,474,SE,0,0.020292720508016285,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2015,474-SW,474,SW,0,0.3792950835770884,0,0,0.6356286375589142,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,475-NE,475,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,475-NW,475,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,475-SE,475,SE,0.720694393919018,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,475-SW,475,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,476-NE,476,NE,0.476125343675041,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,476-NW,476,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,476-SE,476,SE,0,0,0.028259974923000485,0,0,0,0,0,0,0,0.05646488166073868,0.05200705601438219,0,No
ABMI Ecosystem Health 2017,476-SW,476,SW,0,0.9921639453047494,0,0,1.145579444361488,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,477-NE,477,NE,0.8676699105537214,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,477-NW,477,NW,0,0,0,0,0,0,0,0.4891579666044064,0,0,0,0,0.13246217629898455,No
ABMI Ecosystem Health 2017,477-SE,477,SE,0,0,0,0,0.04654105204871884,0,0,4.049650897838658,0,0,0,0,0,No
ABMI Ecosystem Health 2017,477-SW,477,SW,2.620106968309649,0,0,0,0,0.7777489480468684,0,1.4320286864401959,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,478-NE,478,NE,4.421133132788927,0,0,0,0,0,4.228792732667481,4.082151137418852,0,0.012944255238840784,0,0.030429660433947025,0.33895299980939525,Yes
ABMI Ecosystem Health 2018,478-SW,478,SW,0,0,0,0,0,0,0.03784191047628795,0.31644836175928326,0,0,0,0,0,No
ABMI Ecosystem Health 2018,479-NE,479,NE,0,0,0,0,0,0,0.07228383532751696,0,0,0.4997231274198418,0,0,0.028639436046585077,Yes
ABMI Ecosystem Health 2018,479-SW,479,SW,0.09031770541805946,0.012377937254403752,0,0,0,0,0,0.08674370441736846,0,0,0,0,1.504507515463504,No
ABMI Ecosystem Health 2018,480-NE,480,NE,0,0.03224856533165903,0.03450992643510434,0,0,0,0,0,0,0,0,0.6176108749310737,0,Yes
ABMI Ecosystem Health 2018,480-SW,480,SW,0,0.5820462508469976,0,0,0,0,0,0.0316872591987719,0,0,0,0.7242303972698144,0,No
ABMI Ecosystem Health 2016,481-NE,481,NE,0,0,0,0,0,0,0,0,0,0,0.11944494197463952,0.11001492618427004,0.07982967612454064,Yes
ABMI Ecosystem Health 2016,482-NE,482,NE,0.23013541230483453,0,0,0,0,0,0,0,0,0,0,0,0.518291645746578,Yes
ABMI Ecosystem Health 2016,482-NW,482,NW,0,0,0,0,0,0,0,0,0,0,0,0.2702626691290346,0.06279330625784785,No
ABMI Ecosystem Health 2016,482-SE,482,SE,0,0,0,0,0,0,0,0.04092803098881939,0,0,0,0,0.4490178688659934,No
ABMI Ecosystem Health 2016,483-NE,483,NE,0,0.04391000868436112,0,0,0,0,0,1.8596305403188276,0,0,0,0,0.5677033423437056,Yes
ABMI Ecosystem Health 2016,483-NW,483,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,483-SE,483,SE,0.05475852911165266,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,483-SW,483,SW,1.3128248398031022,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,494-NE,494,NE,11.691965509395237,0.01472077902203504,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,494-NW,494,NW,0.6656928282935076,0,0,0,0,0,0,1.9100669347305663,0,0,0,0,0,No
ABMI Ecosystem Health 2019,494-SE,494,SE,0.32621467832820944,0,0,0,0,0,0,0.2484992592927098,0,0,0,1.1246921127659906,0.009320311675798582,No
ABMI Ecosystem Health 2019,494-SW,494,SW,2.189223654269205,0,0,0,0.9294251593033143,0,0,0,0,0,0,0,0.3034174252996733,Yes
ABMI Ecosystem Health 2019,495-NE,495,NE,0.19565339450322922,0.014539041009417325,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,495-NW,495,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,495-SE,495,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,495-SW,495,SW,0,0.014539041009417325,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,496-NE,496,NE,0.07507767729236282,0,0,0,0,0,0,0,0,0,0,0.72870552992901,0,Yes
ABMI Ecosystem Health 2019,496-NW,496,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,496-SE,496,SE,0,0.4258116458204757,0,0,0,0,0,0,0,0,0,1.9331411294289493,0,No
ABMI Ecosystem Health 2019,496-SW,496,SW,0,0.9458918671948114,0,0,0,0,0,0,0,0,0,0,0.0778272680146194,Yes
ABMI Ecosystem Health 2016,497-NE,497,NE,0,0,0,0,0.06563481699178297,0,0,4.7905204824250145,0,0,0,0.21975197484546974,0,Yes
ABMI Ecosystem Health 2016,497-NW,497,NW,0.5988534474961492,0,0,0,0,0,0,18.432547011505058,0,0,0.19942662573504302,0.4951965323171205,0,No
ABMI Ecosystem Health 2016,497-SE,497,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,497-SW,497,SW,0.9200407213970178,0.41781725925561924,0.02993825168152376,0,0,0,0,0,0,0,0.07952939597870239,0.4027995212690997,0,Yes
ABMI Ecosystem Health 2016,498-NE,498,NE,0,0.4059412516808681,0,0,0,0.10395185317705061,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,498-NW,498,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,498-SE,498,SE,0,0.028837023879812625,0,0,0,0,0,0,0,0,0,0.3216021278112133,0,No
ABMI Ecosystem Health 2016,498-SW,498,SW,0,0.29563416801581155,0,0,0,0,0,0,0,0,0,1.0405908289428236,0,Yes
ABMI Ecosystem Health 2016,499-NE,499,NE,0,0.06148228007796542,0.061216923000826526,0,0,0,0,0,0,0,0,0.17607533313788323,0,Yes
ABMI Ecosystem Health 2016,499-NW,499,NW,0,0,0,0,0,0,0,0,0,0,0,0.5026740490147162,0,No
ABMI Ecosystem Health 2016,499-SE,499,SE,0,0,0,0,0,0,0,0,0,0,0,0.48984833371021574,0,No
ABMI Ecosystem Health 2016,499-SW,499,SW,1.5368615373672314,0.4715484407985096,0,0,0.05952925262045434,0,0,0,0,0,0.07213131263184636,0.3321832177896635,0,Yes
ABMI Ecosystem Health 2017,5-NE,5,NE,0,1.1826904520193704,0,0,0.03376096085704284,0,0,0,0,0,0,1.1475416383590336,0,Yes
ABMI Ecosystem Health 2017,5-NW,5,NW,0,0,0,0,0,0,0,0,0,0,0,0.038090342306548085,0,No
ABMI Ecosystem Health 2017,5-SE,5,SE,0,0.059238468159216524,0,0,0,0,0,0,0,0,0,0.061566190370476254,0,No
ABMI Ecosystem Health 2017,5-SW,5,SW,0.016559398470273077,0.30834857499410107,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,503-NE,503,NE,0,0,0.5436568695626963,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,503-NW,503,NW,0,0.040202180494059325,0,0,0,0.12451451746719482,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,503-SE,503,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,503-SW,503,SW,0,0,0,0,0,0,0,0,0,0,0,0,0.611059553557829,Yes
ABMI Ecosystem Health 2018,504-NE,504,NE,0,0,0,0,0,0,0.024483441920698765,0,0,0,0,0.31493229017700064,0,Yes
ABMI Ecosystem Health 2018,504-NW,504,NW,0,0.07350537715575749,0,0,0,0,0,0.2557096003249534,0,0,0,0.2486848717242869,0,No
ABMI Ecosystem Health 2018,504-SE,504,SE,0.03878775580801555,0,0,0,0,0,0.023735965352510366,0.06715482334605358,0,0,0,0.1464548198196471,0,No
ABMI Ecosystem Health 2018,504-SW,504,SW,0.10700420014178785,0.04028146966962485,0,0,0.2853208831534731,0,0.04821940727320913,0,0,0,0,1.1512171217868183,0,Yes
ABMI Ecosystem Health 2018,505-NE,505,NE,1.330720811790183,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,505-NW,505,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,505-SE,505,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,505-SW,505,SW,1.5534637600998953,0.028656363299287526,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,506-NE,506,NE,0,0.03222961492449646,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,506-NW,506,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,506-SE,506,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,506-SW,506,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,507-NE,507,NE,0.5632729100481623,0.24894032754684822,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,507-NW,507,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,507-SE,507,SE,0.19565413685144317,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,507-SW,507,SW,0.6403357059183935,0,0,0,0,0,0,0,0,0,0,0.5571130078906797,0,Yes
ABMI Ecosystem Health 2016,508-NE,508,NE,0.10239243810360363,0.04198971920607175,0,0,0,0,0,0,0,0,0,0.0793548798053085,0,Yes
ABMI Ecosystem Health 2016,508-NW,508,NW,0,0,0,0,0,0,0,0.8819562739964495,0,0,0,0.0793548798053085,0,No
ABMI Ecosystem Health 2016,508-SE,508,SE,0,0,0,0,0,0,0,0,0,0,0,0.2380646394159255,0,No
ABMI Ecosystem Health 2016,508-SW,508,SW,1.438212633504958,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,509-NE,509,NE,3.72557427593551,0.042052555125597676,0,0,0,0,0,0.7058265818569907,0,0,0,0.5509160479163373,2.92199570540697,Yes
ABMI Ecosystem Health 2014,509-NW,509,NW,0,0,0,0,0,0,0,0,0,0,0,0.2694565995363422,0.23019058603508108,No
ABMI Ecosystem Health 2019,509-NW,509,NW,0,0,0,0,0,0,0,1.5851046351505609,0,0,0,0,0.41108278332135695,No
ABMI Ecosystem Health 2019,509-SE,509,SE,0.019753438181926403,0,0,0,0,0.059829247502026874,0,1.3290624480692774,0,0,0,0,7.600027048894827,No
ABMI Ecosystem Health 2014,509-SW,509,SW,9.879211431531893,0.7373798573890477,0,0,0,1.4378372004310325,0,0,0,0,0,0.11774489137158613,0.518546713398532,Yes
ABMI Ecosystem Health 2019,509-SW,509,SW,0.46901482325572563,0,0.21504823125329384,0,0,0,0,1.0917995745061944,0,0.1809794411328986,0,0,0.02060844921340466,Yes
ABMI Ecosystem Health 2019,510-NE,510,NE,0,0,0.3886995875013909,0,0,0,0,0,0,0,0,0,0.8474664360137104,Yes
ABMI Ecosystem Health 2019,510-NW,510,NW,0,0,0,0,0,0,0.3027072915100914,0,0,0.047898372353737104,0,0,5.4478845499453445,No
ABMI Ecosystem Health 2019,510-SE,510,SE,0.018487253048231813,0,0,0,0,0,0,0,0,0,0,0,1.8463369350854972,No
ABMI Ecosystem Health 2019,510-SW,510,SW,0,0,0,0,0,0,0,0.3116176960843913,0,0,0,0,3.2195940649875228,Yes
ABMI Ecosystem Health 2015,512-NE,512,NE,11.803943173040741,0,0,0,0,0,0,0,0,0,0,0,0.22111935303740396,Yes
ABMI Ecosystem Health 2015,512-NW,512,NW,6.6273866623859625,0,0,0,0,0,0,0,0,0,0,0,1.6841418834253965,No
ABMI Ecosystem Health 2015,512-SE,512,SE,1.3710608271599924,0,0,0,0,0.014089628881931748,0,0,0.40648300949446325,0,0,0.22832735125768044,1.1665429593586425,No
ABMI Ecosystem Health 2015,512-SW,512,SW,15.49165514413786,0,0,0,0,0,0,0,0,0,0,0,0.4431039746201821,Yes
ABMI Ecosystem Health 2015,514-NE,514,NE,4.083791253541292,0,0,0,0.63041843261729,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,514-NW,514,NW,0,0,0,0,0,0,0,0.05836428407997397,0.10882647143201687,0,0.054414849880164776,0,0,No
ABMI Ecosystem Health 2015,514-SE,514,SE,0.16851388081596022,0,0,0,0,0,0,1.363288543976633,0,0,0,0.47993191073977115,0.027200676584725785,No
ABMI Ecosystem Health 2015,514-SW,514,SW,3.144027570407618,0.06454996524386279,0,0,0.09896532309615613,0,0,3.6590305605701303,0,0,0,0,0,Yes
ABMI Ecosystem Health 2019,526-NE,526,NE,0.3398517551356533,0,0,0,0,0,0,0,0,0,0,0.7934868441166106,0.02552249662511979,Yes
ABMI Ecosystem Health 2019,526-NW,526,NW,0.3861758627734911,0,0,0,0,0,0,0,0,0,0,0.23952267260901347,0,No
ABMI Ecosystem Health 2019,526-SE,526,SE,0,0,0,0,0,0,0,0,0,0,0.14788421387336323,0.8823690329416602,0,No
ABMI Ecosystem Health 2019,526-SW,526,SW,0.04635609840470152,0,0.06086727840238978,0,0,0,0,0,0,0,0,0.3221481162970948,0,Yes
ABMI Ecosystem Health 2019,527-NE,527,NE,0,0,0.12818106322431783,0,0,0,0,0,0,0,0,0,0.13556003358200522,Yes
ABMI Ecosystem Health 2019,527-NW,527,NW,0,0,0,0,0,0,0,0,0,0,0,0,0.2183289105983315,No
ABMI Ecosystem Health 2019,527-SE,527,SE,0,0.29865879455953825,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2019,527-SW,527,SW,0.017802539972371374,0.014539041009417325,0.06086727840238978,0,0,0,0,0,0,0,0,0,0.20659533862707308,Yes
ABMI Ecosystem Health 2016,528-NE,528,NE,0.2315493557320329,0,0,0,0,0,0,0,0,0,0,0,0.35284800066479854,Yes
ABMI Ecosystem Health 2016,528-NW,528,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,528-SE,528,SE,0.02015059331924796,0.014188702671841002,0,0,0,0,0,0,0,0,0.17274931579376676,0,0.08840594941098473,No
ABMI Ecosystem Health 2016,528-SW,528,SW,2.3806371653110006,0,0,0,0.1955036002389717,0,0,0,0,0,0,0.06810447811407191,0,Yes
ABMI Ecosystem Health 2016,529-NE,529,NE,0,0,0,0,0,0,0,0,0,0.28672013212192704,0,0,0,Yes
ABMI Ecosystem Health 2016,529-NW,529,NW,0,0,0,0,0,0.013921895204765894,0,0,0,0.14291078577611152,0,0,0,No
ABMI Ecosystem Health 2016,529-SE,529,SE,0,0.013998857609147099,0,0.19584536533046604,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,529-SW,529,SW,0,0,0,0,0.05688350805954524,0,0.04899237727753928,0,0,0.04846363785185513,0,0,0,Yes
ABMI Ecosystem Health 2016,530-NE,530,NE,0,0.053548284453459195,0,0,0,0,0,0,0,0,0.20024616686245275,0.4843798992482102,0,Yes
ABMI Ecosystem Health 2016,530-NW,530,NW,1.0255241288070909,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,530-SE,530,SE,0.44481823757165173,0,0,0,0,0,0,0,0,0,1.1166417068897736,0.6626900952296939,0,No
ABMI Ecosystem Health 2016,530-SW,530,SW,0,0,0,0,0,0,0,0,0,0,0.5321146975763424,0,0.22452396715467013,Yes
ABMI Ecosystem Health 2018,534-NE,534,NE,0,0.03885024227770376,0,0,0,0,0,1.3898598839061227,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,534-NW,534,NW,0.24468723601770895,0,0,0,0,0,0,0.06598600916714051,0,0,0,0.061513722167548836,0,No
ABMI Ecosystem Health 2018,534-SE,534,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,534-SW,534,SW,9.563454748193317,0,0,0,0,0,0.7954172066085952,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,535-NE,535,NE,2.307271581916069,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,535-NW,535,NW,0,0,0,0,0,0,0.02396366279879639,0,0,0,0,0,0.017809904888405392,No
ABMI Ecosystem Health 2018,535-SE,535,SE,0,0,0,0,0,0,0,0,0,0,0,0.062182349582413476,0,No
ABMI Ecosystem Health 2018,535-SW,535,SW,0,0,0,0,0,0,0.024735848538437924,0,0,0,0.03375617925370247,0.3032755264622457,0,Yes
ABMI Ecosystem Health 2018,536-NE,536,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,536-NW,536,NW,0,0,0,0,0,0,0,0,0,0,0,0.04732935677463769,0,No
ABMI Ecosystem Health 2018,536-SE,536,SE,0,0,0,0,0,0,0,0,0,0,0,0,0.0641813701511851,No
ABMI Ecosystem Health 2018,536-SW,536,SW,0.5044410488522109,0,0,0,0,0,0,0,0,0,0,0,0.06196458112228046,Yes
ABMI Ecosystem Health 2016,537-NE,537,NE,0.8288522556114984,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,537-NW,537,NW,0.18892383318385558,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,537-SE,537,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,537-SW,537,SW,0,0.020634483570945442,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,538-NE,538,NE,0.20469855762017455,0,0,0,0.07322841971150798,0,0,0.33998928457994104,0,0,0,0,0.2722623890729213,Yes
ABMI Ecosystem Health 2016,538-NW,538,NW,2.229700681389967,0.06261753756759313,0,0,0.07313593893370103,0,0,0,0,0,0,0.45774483393469045,0.3425122449187817,No
ABMI Ecosystem Health 2016,538-SE,538,SE,5.776076536036075,0,0,0,0,0,0,0.9771864338340608,0,0,0,0,0,No
ABMI Ecosystem Health 2014,540-NE,540,NE,0,0.13484141261365704,0,0,0.44781825092829153,0.18672796670368882,0,0.06742998565484251,0,0,0,0,0,Yes
